sentence #,pattern,benefit_type,requirement_text,word,POS,tags
sentence 184,"Medicare covers ambulance transports only to the following destinations:
    - Hospital;
    - Critical Access Hospital (CAH);
    - Skilled Nursing Facility (SNF);
    - Member's home; or
    - Dialysis facility for ESRD patient who requires dialysis.",TRNS,Transportation ,or,CC,O
sentence 184,"Medicare covers ambulance transports only to the following destinations:
    - Hospital;
    - Critical Access Hospital (CAH);
    - Skilled Nursing Facility (SNF);
    - Member's home; or
    - Dialysis facility for ESRD patient who requires dialysis.",TRNS,Transportation ,-,:,O
sentence 184,"Medicare covers ambulance transports only to the following destinations:
    - Hospital;
    - Critical Access Hospital (CAH);
    - Skilled Nursing Facility (SNF);
    - Member's home; or
    - Dialysis facility for ESRD patient who requires dialysis.",TRNS,Transportation ,Dialysis,NN,B_INCLUSION
sentence 184,"Medicare covers ambulance transports only to the following destinations:
    - Hospital;
    - Critical Access Hospital (CAH);
    - Skilled Nursing Facility (SNF);
    - Member's home; or
    - Dialysis facility for ESRD patient who requires dialysis.",TRNS,Transportation ,facility,NN,I_INCLUSION
sentence 184,"Medicare covers ambulance transports only to the following destinations:
    - Hospital;
    - Critical Access Hospital (CAH);
    - Skilled Nursing Facility (SNF);
    - Member's home; or
    - Dialysis facility for ESRD patient who requires dialysis.",TRNS,Transportation ,for,IN,I_INCLUSION
sentence 184,"Medicare covers ambulance transports only to the following destinations:
    - Hospital;
    - Critical Access Hospital (CAH);
    - Skilled Nursing Facility (SNF);
    - Member's home; or
    - Dialysis facility for ESRD patient who requires dialysis.",TRNS,Transportation ,ESRD,NNP,I_INCLUSION
sentence 184,"Medicare covers ambulance transports only to the following destinations:
    - Hospital;
    - Critical Access Hospital (CAH);
    - Skilled Nursing Facility (SNF);
    - Member's home; or
    - Dialysis facility for ESRD patient who requires dialysis.",TRNS,Transportation ,patient,NN,I_INCLUSION
sentence 184,"Medicare covers ambulance transports only to the following destinations:
    - Hospital;
    - Critical Access Hospital (CAH);
    - Skilled Nursing Facility (SNF);
    - Member's home; or
    - Dialysis facility for ESRD patient who requires dialysis.",TRNS,Transportation ,who,WP,O
sentence 184,"Medicare covers ambulance transports only to the following destinations:
    - Hospital;
    - Critical Access Hospital (CAH);
    - Skilled Nursing Facility (SNF);
    - Member's home; or
    - Dialysis facility for ESRD patient who requires dialysis.",TRNS,Transportation ,requires,VBZ,O
sentence 184,"Medicare covers ambulance transports only to the following destinations:
    - Hospital;
    - Critical Access Hospital (CAH);
    - Skilled Nursing Facility (SNF);
    - Member's home; or
    - Dialysis facility for ESRD patient who requires dialysis.",TRNS,Transportation ,dialysis,NN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,2),CD,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,Medically,NNP,B_INCLUSION
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,appropriate,JJ,I_INCLUSION
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,air,NN,I_INCLUSION
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,ambulance,NN,I_INCLUSION
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,transportation,NN,I_INCLUSION
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,is,VBZ,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,covered,VBN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,only,RB,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,if,IN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,the,DT,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,member's,NNP,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,medical,JJ,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,condition,NN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,is,VBZ,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,such,JJ,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,that,IN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,transportation,NN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,by,IN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,either,DT,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,basic,JJ,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,or,CC,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,advanced,JJ,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,life,NN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,support,NN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,ground,NN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,ambulance,NN,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,is,VBZ,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,not,RB,O
sentence 185,2) Medically appropriate air ambulance transportation is covered only if the member's medical condition is such that transportation by either basic or advanced life support ground ambulance is not appropriate.,TRNS,Transportation ,appropriate,JJ,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,3),CD,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,Medicare,NNP,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,does,VBZ,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,not,RB,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,cover,VB,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,non,SYM,B_EXCLUSION
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,-,:,I_EXCLUSION
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,emergency,NN,I_EXCLUSION
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,transportation,NN,I_EXCLUSION
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,except,IN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,for,IN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,nonemergency,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,ambulance,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,transportation,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,to,TO,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,or,CC,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,from,IN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,a,DT,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,hospital,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,skilled,VBD,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,nursing,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,facility,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,or,CC,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,other,JJ,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,health,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,facility,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,when,WRB,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,a,DT,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,doctor,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,certifies,NNS,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,in,IN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,writing,VBG,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,that,IN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,another,DT,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,form,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,of,IN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,transport,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,would,MD,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,pose,VB,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,a,DT,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,danger,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,to,TO,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,the,DT,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,memberâ€™s,NN,O
sentence 186,"3) Medicare does not cover non-emergency transportation, except for nonemergency ambulance transportation to or from a hospital, skilled nursing facility, or other health facility when a doctor certifies in writing that another form of transport would pose a danger to the memberâ€™s health.",TRNS,Transportation ,health,NN,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,4),CD,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,Medicare,NNP,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,may,MD,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,cover,VB,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,medically,RB,B_INCLUSION
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,-,:,I_INCLUSION
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,necessary,JJ,I_INCLUSION
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,ambulance,NN,I_INCLUSION
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,transportation,NN,I_INCLUSION
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,to,TO,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,a,DT,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,foreign,JJ,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,hospital,NN,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,only,RB,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,with,IN,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,admission,NN,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,for,IN,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,medically,RB,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,-,:,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,necessary,JJ,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,covered,VBD,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,inpatient,JJ,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,hospital,NN,O
sentence 187,4) Medicare may cover medically-necessary ambulance transportation to a foreign hospital only with admission for medically-necessary covered inpatient hospital services.,TRNS,Transportation ,services,NNS,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,5),CD,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,Supplemental,JJ,B_INCLUSION
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,benefits,NNS,I_INCLUSION
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,for,IN,I_INCLUSION
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,routine,JJ,I_INCLUSION
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,transportation,NN,I_INCLUSION
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,are,VBP,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,covered,VBN,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,under,IN,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,this,DT,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,plan,NN,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,when,WRB,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,the,DT,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,trips,NNS,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,are,VBP,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,to,TO,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,or,CC,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,from,IN,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,a,DT,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,place,NN,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,approved,VBN,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,by,IN,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,the,DT,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,plan,NN,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,to,TO,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,obtain,VB,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,covered,JJ,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,services,NNS,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,in,IN,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,the,DT,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,local,JJ,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,service,NN,O
sentence 188,5) Supplemental benefits for routine transportation are covered under this plan when the trips are to or from a place approved by the plan to obtain covered services in the local service area.,TRNS,Transportation ,area,NN,O
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,Under,IN,O
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,certain,JJ,O
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,conditions,NNS,O
